source,cashtag,sentiment score,id,spans,spans__002,spans__003,spans__004,spans__005
"stocktwits","$TPLM","0.376","15928669","$TPLM Triangle #Petroleum 9.80+3% 2M Expanding Caliber","","","",""
"stocktwits","$WPRT","0.316","21382309","Downbeaten stocks may be ripe for buys","","","",""
"twitter","$QLIK","-0.463","719520125582503936","downgrade","","","",""
"stocktwits","$ISRG","-0.678","33671861","ISRG Short","","","",""
"stocktwits","$POZN","0.146","7737263","$POZN +30","","","",""
"stocktwits","$AAPL","-0.489","18436038","-2.10% vs -0.90% Est","Prior Revised from 25.40% to 17.60%","","",""
"twitter","$YHOO","0.342","719908898136854528","Daily Mail enters competition to acquire Yah","","","",""
"twitter","$INTC","0.357","719599977480253440","Stocks Higher In Afternoon Trade","","","",""
"twitter","$DDR","0.342","719551394798268416","Watchlist Top Stocks","","","",""
"twitter","$CHKP","-0.230","719635462382579712","wants to ta","CEO says taxes may make co leave","","",""
"twitter","$VIAB","-0.516","719590082706042880","$VIAB down 40%","","","",""
"twitter","$AAPL","0.279","709825458020323328","Sudden optimism about iPhone sales","not as bad as expected","gives Apple $AAPL a lift","",""
"twitter","$MU","0.368","719905344957222912","Google, IBM, ARM And AMD Begin The Assault On Intel's Server Franchise","","","",""
"twitter","$ZTS","-0.440","719473167945732096","Monday sold","","","",""
"twitter","$BIDU","-0.387","719533440408887296","earning play $fast 47 puts, $vrx 34 puts , $bidu 182.5 puts","","","",""
"stocktwits","$NTLS","0.457","39047668","Bullish MA Crossovers","","","",""
"twitter","$GS","0.342","719551394798268416","Watchlist Top Stocks","","","",""
"stocktwits","$GLNG","0.280","6142161","looks constructive","","","",""
"twitter","$UNT","0.244","710115038011465728","$UNT trying to break out of 5 day range","$SDRL 3.69 long","","",""
"twitter","$VALE","0.087","719585607215808512","Today I bought more","","","",""
"stocktwits","$TSCO","-0.419","7867073","Failed breakouts & failed setups","Limping on crutches into next week","","",""
"stocktwits","$SPY","-0.469","5400070","shorting here into close might be play","high beta reversing","","",""
"twitter","$STX","0.480","719523703386537984","long play","another consistent profit zone","","",""
"stocktwits","$SPY","0.273","30088782","good for economy","","","",""
"stocktwits","$OSTK","0.200","13796141","today's bull flag","","","",""
"stocktwits","$KKD","0.485","25571322","Inside week buy triggers","","","",""
"twitter","$NUAN","-0.351","708960045799759872","Insiders Are Selling","","","",""
"twitter","$SPY","0.230","719535349379284992","Long","buying point","","",""
"twitter","$FIT","-0.351","708960045799759872","Insiders Are Selling","","","",""
"stocktwits","$MSFT","0.454","16794460","revenue grew double-digit","","","",""
"stocktwits","$CAT","-0.337","11410429","hangin on my a thread","click away from a cliff drop","","",""
"twitter","$TSLA","0.607","719531030185553920","Long $TSLA","","","",""
"twitter","$TSLA","-0.315","719571611263897600","recalls 2,700 Model X cars","","","",""
"twitter","$INTU","0.229","719532953642999808","is in the process of streamlining its structure","especially through divestment of non-core businesses","","",""
"twitter","$NXPI","0.273","719517217247735808","In Play Longs","","","",""
"stocktwits","$AEGN","0.569","20104445","MACD and ADX are crossing over the signal lines!","Long Setup","","",""
"twitter","$YHOO","0.249","710895541266292736","Yahoo, Facebook in Ad Partnership Talks","","","",""
"stocktwits","$TGA","0.380","22409313","Buy the dip'","","","",""
"twitter","$YHOO","0.313","719600100201226240","About to break out on the 5-min","","","",""
"stocktwits","$INOD","0.509","6309910","Long over 3.95/great find - hope that wold be another $ANLY or $PZZI, still holding second 1/2","","","",""
"stocktwits","$SPY","-0.023","38244443","Moves on both sides possible","Stay nimble and cautious","","",""
"twitter","$FIT","0.449","710232348738985984","Fed cuts rates forecast","Our calls go 100%","","",""
"stocktwits","$SPY","-0.223","11635675","the parties over","volatility is back","","",""
"twitter","$AAPL","0.378","719521054436278272","up almost","up around","","",""
"twitter","$LEI","0.388","719507659741872128","$LEI Higher","","","",""
"twitter","$SE","0.352","719665168431456256","Breakout watch","","","",""
"stocktwits","$VXX","0.685","5396231","adding to position here","","","",""
"stocktwits","$ISIS","-0.044","32374598","Brutal slide","","","",""
"stocktwits","$IACI","0.379","5627600","Looks good on the weekly chart","","","",""
"stocktwits","$C","0.394","18249994","holding up relatively well compared to the broad market","","","",""
"stocktwits","$FFIV","0.021","6008633","covered the swing","","","",""
"stocktwits","$TTT","0.457","39047668","Bullish MA Crossovers","","","",""
"twitter","$AMZN","0.414","710620435121971200","Top Stocks in 2015 are Ready to Lead Again in 2016","","","",""
"twitter","$YHOO","0.442","719524069729656832","making new HOD","","","",""
"twitter","$TSLA","-0.366","719908382283399168","defect"," recalls","","",""
"twitter","$YHOO","0.408","719909604654624768","Most bullish stocks on Twitter during this dip","","","",""
"stocktwits","$GDXJ","0.750","30403288","strong move today for the Junior Gold Miners","keep an EYE out for a gap fill","","",""
"stocktwits","$GOOG","-0.524","14668154","Tomorrow party time for the Bears!!","","","",""
"twitter","$EBAY","0.183","719568993468571648","It is cheap."," increasing fees again","could be good","",""
"twitter","$FB","-0.527","708960045799759872","Insiders Are Selling","","","",""
"stocktwits","$SPY","0.418","35268174","Why The Coal & Shipping Sectors Could Rise Again","","","",""
"stocktwits","$YELP","-0.450","36672935","small businesses have called $YELP a scam for years","","","",""
"stocktwits","$SPY","-0.350","5741531","weekly 120 puts +283%","","","",""
"stocktwits","$MOS","0.362","5728814","looking good","Calls are active","","",""
"stocktwits","$CREE","-0.352","6417259","I may try a short","","","",""
"stocktwits","$SML","0.308","7399381","Equity indexes working on a positive engulfing for March","","","",""
"stocktwits","$AAPL","0.413","11574226","and it will continue","using this profits that no one in the industry can get to innovate and develo","","",""
"stocktwits","$AVGO","0.241","37477128","To Combine In $37 Billion Deal","","","",""
"stocktwits","$VRX","0.000","11570386","Another quiet week","","","",""
"twitter","$SBUX","-0.436","719930267801137152","Deutsche Bank downgrades","","","",""
"stocktwits","$IACI","0.000","20290521","near-term target $77.38","","","",""
"twitter","$FB","0.435","719945914270556160","$FB is taking the shine off $AAPL and $GOOG","","","",""
"stocktwits","$CAT","0.441","5917844","holding up nicely","","","",""
"twitter","$FB","0.579","710555274822549504","Bought $FB $111 calls","","","",""
"twitter","$JBLU","0.092","709745040826966016","airlines battle for Cuba routes $AAL $LUV $SAVE $JBLU","","","",""
"stocktwits","$ZNGA","-0.284","8980267","accuses $ZNGA of copyright infringement","","","",""
"stocktwits","$FB","-0.055","27080546","mrkt needs to washout","","","",""
"twitter","$LUV","0.405","719547552874512384","Airplane And Hospitality Industries Set Their Sights On #Cuba","","","",""
"twitter","$MSFT","-0.283","719872449886744576","shipments slid -9.6% to lowest quarterly total since 2007","dethrones","","",""
"stocktwits","$TSLA","-0.506","17216281","#joke #bubble #buyerbeware","","","",""
"stocktwits","$AZPN","-0.563","18383387","$AZPN is worth $20 a share not $40","","","",""
"stocktwits","$AAPL","0.484","36590341","Come on and run with the bulls today","","","",""
"stocktwits","$WFC","-0.584","5440232","$WFC -8.30%","","","",""
"twitter","$INO","0.509","710496429974888448","5 Best Analyst Rated Stocks","","","",""
"stocktwits","$AAPL","0.322","7213866","nothing investors can do to damage Apple","","","",""
"twitter","$FB","0.370","719889132160311296","Don't underestimate Mark","Bounce off 50sma daily","","",""
"twitter","$AAPL","0.421","709777793798656000","Unusual Call Activity","","","",""
"twitter","$SPY","-0.307","708406053973659649","recessions","declines","","",""
"stocktwits","$UVXY","-0.339","9169048","buying my last round of shorts next week","","","",""
"twitter","$SBUX","0.346","719877373802340352","buy more on the weakness?","","","",""
"stocktwits","$AAPL","0.533","11296514","Good time to buy","","","",""
"twitter","$PLCE","0.216","709731726726193152","the most trending","","","",""
"twitter","$ESRX","-0.336","710883994372444160","Express Scripts loses","","","",""
"stocktwits","$EWG","-0.331","5901252","debt crisis entered a dangerous new phase","","","",""
"stocktwits","$FRO","-0.405","37546841","then shorted it down.","","","",""
"stocktwits","$SMH","0.109","32730863","Bullish yeah","$SMH","","",""
"twitter","$TSLA","0.343","719550446868664320","Call sweepers stepping up this morning","","","",""
"stocktwits","$RGR","-0.419","7867073","Failed breakouts & failed setups","Limping on crutches into next week","","",""
"stocktwits","$GILD","0.307","31284121","so i can add more","","","",""
"stocktwits","$BBRY","0.427","18341620","hearing rumours of a major joint venture announcement","","","",""
"twitter","$ADBE","-0.245","719900573856829440","$NLSN launching a marketing cloud","","","",""
"stocktwits","$SPY","-0.299","6815309","Moody's downgrade","","","",""
"twitter","$TSLA","-0.376","719540167732699136","Tesla dropped a hard J this morning","","","",""
"twitter","$MSFT","0.200","719532537614364672","15 years after release, Windows XP is still the 3rd most popular OS","","","",""
"stocktwits","$CERN","0.345","10147563","weakness could be opportunity","Good to sell Nov Put for re-entry","","",""
"twitter","$FB","0.436","709350930274193408","citing positive spending trends","","","",""
"twitter","$GOOGL","0.241","710518465317224450","isn't going anywhere","buying","","",""
"twitter","$APC","0.454","708355634857529344","Sector Stocks Leading Today","","","",""
"twitter","$AU","0.273","719517217247735808","In Play Longs","","","",""
"stocktwits","$ECYT","0.514","27289677","it shoots to the MOON as my favorite pumper","","","",""
"twitter","$IBM","0.307","719541888940957696","Best performers","","","",""
"twitter","$AGN","0.353","719540521576882176","Equities recently tagged #undervalued","","","",""
"stocktwits","$ONTY","0.226","6663729","shorts breakin flag","","","",""
"stocktwits","$ZNGA","0.429","25895748","do i have enough shares ???","this beast keeps moving","","",""
"stocktwits","$DNKN","0.528","7744550","added to $DNKN (longs)","","","",""
"stocktwits","$USO","-0.501","6148018","Bears Take a Clear Near Term Advantage","","","",""
"twitter","$CNSL","0.414","719732320404709376","TOP 5 STOCK PICKS","","","",""
"stocktwits","$KNDI","0.257","18613620","People still coming in","his EOD could be explosive shorts get caught","","",""
"stocktwits","$WB","-0.638","22146748","< Money-Losing$ OverValued China IPO Junk","","","",""
"twitter","$SBUX","0.273","719618401656811520","Bigger win for","","","",""
"twitter","$GILD","-0.443","710566851441328128","honestly, it's been disappointing","","","",""
"twitter","$JD","0.337","719533807897047040","over 225 million new Internet users are being added globally every year","","","",""
"stocktwits","$AMZN","0.488","5851374","Grab it while it's cheap","","","",""
"twitter","$TRIP","0.408","709398139195641856","adding $expe and $pcln to the mix soon","I already have $CTRP and $trip","","",""
"twitter","$ADS","-0.464","709779449663721472","Short Setups Looking Nice....Really Nice","","","",""
"twitter","$NFLX","-0.489","719578476026527744","t's time to short at this point","","","",""
"stocktwits","$SMH","-0.504","22143743","today aside setting up for another drop","Overvalued sector","","",""
"twitter","$ALR","0.216","709731726726193152","the most trending","","","",""
"stocktwits","$NBG","0.058","39031834","bail out","","","",""
"twitter","$HMC","-0.334","719809923098521600","$TSLA is the only 'auto' stock showing a gain year-to-date","","","",""
"stocktwits","$QCOM","0.235","6213230","ready to break $QCOM watching at 55.7","","","",""
"twitter","$NKE","-0.619","719913433328553984","bearish charts keep getting worse.","","","",""
"twitter","$TSLA","0.420","710165043019579392","making all kinds of gains ????","","","",""
"stocktwits","$HL","0.425","24504842","looking to add a gold miner and possibly lower pe tech name into close","","","",""
"stocktwits","$SFY","-0.482","15292670","looking weak and possibly ready to 'let go'","","","",""
"twitter","$HOT","0.332","711874651043926017","Marriott wins new Starwood deal by raising cash portion of bid","","","",""
"twitter","$TSLA","0.197","708380138988146688","Looks like one of the best values #Lithium stocks in the space","","","",""
"twitter","$KRE","0.342","719551394798268416","Watchlist Top Stocks","","","",""
"stocktwits","$EMC","0.398","27583592","soars pre-market","","","",""
"stocktwits","$MS","-0.105","38563467","$BBRY smack down looks legitimate","$GS $MS","are playing ignorant","",""
"twitter","$AAPL","0.289","710286206345551873","allow for the growing middle class","working with","","",""
"stocktwits","$AAPL","0.152","6016469","Will we see $410 again","","","",""
"stocktwits","$XRT","-0.352","15325202","Bricks and Mortar retailers selling cheaper","+consumer -retailers","","",""
"twitter","$XOM","0.666","710211237058093056","Oil To Break Out","Adding Chevron","","",""
"stocktwits","$ACAD","-0.164","10191845","under $2 today?","","","",""
"stocktwits","$ANF","-0.394","5667040","Falls 18% Pre-Market on Q3 Sales Results","","","",""
"twitter","$INTU","0.576","710867849078816769","growing customers globally","e stay long","","",""
"stocktwits","$LL","-0.476","33889522","Little-Discussed Problem This Pro Is Watching At","","","",""
"twitter","$QCOM","0.387","719540264327446528","an upward movement is expected","","","",""
"stocktwits","$SPY","-0.259","7790395","Market seems stuck in the mud","","","",""
"stocktwits","$MNKD","0.275","36653675","will get in on the next run up","","","",""
"twitter","$SPY","0.449","710232348738985984","Fed cuts rates forecast","Our calls go 100%","","",""
"stocktwits","$DNDN","0.380","22409313","Buy the dip'","","","",""
"stocktwits","$APC","0.528","6195441","next year could be a very good year for them","would like to start adding soon","","",""
"stocktwits","$HAL","-0.375","31500543","Stock Trading Lower Today ","Warning After Upbeat Earnings Results","","",""
"stocktwits","$AMRN","-0.480","12943460","bear raid","","","",""
"twitter","$TSLA","-0.262","719586475642372096","curing #overbought conditions","","","",""
"twitter","$TSLA","0.261","719462737227747328","Launch Updated Model S With Steeper Price Tag","","","",""
"stocktwits","$BEXP","-0.384","5834712","getting kneecapped by $BEXP selling itself dirt cheap","","","",""
"twitter","$AMZN","0.269","711945554180378624","$AMZN is becoming more and more the go-to site for almost all categories in ecommerce.","","","",""
"twitter","$EFUT","0.000","719869800726544384","Alibaba invests in Southeast Asian retailer Lazada","$EFUT","","",""
"stocktwits","$SBUX","-0.551","11723392","getting sold here.","","","",""
"twitter","$DSW","0.216","709731726726193152","the most trending","","","",""
"stocktwits","$AAPL","0.324","18018194","$AAPL could pick em up too.","","","",""
"twitter","$GLD","0.243","719599977480253440","Higher In Afternoon Trade","Buy Point","","",""
"twitter","$NDX","0.184","719707515148050432","$AAPL a new long IF 110.61 is broke","","","",""
"stocktwits","$FTI","-0.517","6149800","puts came in","","","",""
"twitter","$JBLU","0.638","719904304207962112","record number of passengers served in 2015","","","",""
"twitter","$YHOO","0.325","719923908166709248","ure has lots of attractive suitors","","","",""
"stocktwits","$BABA","0.502","32753195","delivering the goods again let's see if that can spill over in other chinese internet names","","","",""
"stocktwits","$ESI","-0.465","36755126","on lows","down","","",""
"stocktwits","$ARIA","0.290","18706410","could be lotto winners","","","",""
"stocktwits","$OPTT","0.380","22409313","Buy the dip'","","","",""
"twitter","$CELG","0.465","719541247971430400","A good place to take a shot","","","",""
"stocktwits","$GLD","-0.447","11981211","5 Reasons Not to Buy Gold","","","",""
"stocktwits","$HOV","0.459","38570232","In oversold conditions","howing now nice positive divergences on chart","Potential Bounce","",""
"twitter","$RIG","0.503","719866128546181120","stocks at support w/ high trade quality","","","",""
"stocktwits","$FAS","0.740","10610415","Buying $fas last week was the play of the month","Wish i woulda pulled the trigger","","",""
"stocktwits","$HERO","-0.641","34445371","Slow bleeding death","It will likely be a horror show event","","",""
"twitter","$SCTY","0.601","719576537335480320","SolarCity customers can produce enough electricity to power Tesla fleet","","","",""
"twitter","$YHOO","0.281","719524434902720512","$YHOO bidding heats up","","","",""
"twitter","$FB","0.529","719535506980265984","Nice day rally!","","","",""
"twitter","$SFM","0.361","709330857732018176","Sector has been taking a beating recently, could be positive here","will catch a bid today","","",""
"twitter","$QQQ","0.031","719864087132442624","Gevo Alcohol to Jet Fuel Now Eligible to be Used for Commercial Flight","","","",""
"twitter","$CMI","-0.463","719520125582503936","downgrade","","","",""
"twitter","$TSLA","0.132","719524690256138240","BMW entering into ride-share market with i3","","","",""
"stocktwits","$KOG","0.085","8534727","hope kog shorters learned a lesson","dont mess with this bear","","",""
"stocktwits","$SODA","-0.392","19949687","has a 42.71% Float Short. Lo","http://stks.co/e0DfP","","",""
"stocktwits","$AMRN","0.165","34019765","interest level has skyrocketed here the last two week","","","",""
"twitter","$TSLA","0.403","709370300576571392","new PM high","","","",""
"twitter","$PG","0.529","719535506980265984","Nice day rally!","","","",""
"stocktwits","$ARNA","0.457","7957687","long on","","","",""
"stocktwits","$BAC","0.442","22410112","333.0% increased bullish conversations","","","",""
"stocktwits","$ORCL","-0.099","11107935","Accumulating","","","",""
"stocktwits","$BLRX","-0.385","39047349","Stochastic Overbought","","","",""
"twitter","$YHOO","0.390","719524312236060672","Daily Mail And General Trust eyeing Yahoo!","","","",""
"twitter","$FB","0.456","719889125931884544","received a Buy rating from Wells Fargo","","","",""
"stocktwits","$GERN","-0.183","16063153","taking a small chill pill today","","","",""
"twitter","$BAX","0.432","719545488702177280","Five Stocks that Helped Starboard Value Equity Portfolio Return 6.5% in Q1","","","",""
"stocktwits","$EMC","-0.329","5806487","companies shld be worried about iCloud","","","",""
"twitter","$DGX","0.454","708355634857529344","Sector Stocks Leading Today","","","",""
"stocktwits","$NAVB","0.325","31958885","held the trend line","","","",""
"stocktwits","$WFC","0.612","9742736","Multi-year stock breakouts","","","",""
"stocktwits","$WPZ","0.498","29695868","Moved Upper Bollinger Band","","","",""
"twitter","$BCO","0.432","719545488702177280","Five Stocks that Helped Starboard Value Equity Portfolio Return 6.5% in Q1","","","",""
"stocktwits","$BBRY","0.278","15803502","Miles beyond the competition","","","",""
"twitter","$AVP","-0.093","719872154641244160","Slips on Downgrade","","","",""
"twitter","$LB","0.354","719893043332194304","add in","","","",""
"stocktwits","$KNDI","0.380","22409313","Buy the dip'","","","",""
"stocktwits","$LNKD","-0.228","20806486","Price experiencing early rejection","","","",""
"twitter","$LEI","0.273","719517217247735808","In Play Longs","","","",""
"twitter","$AAPL","0.154","719524924046581760","Will be adding on dips","","","",""
"stocktwits","$SMH","0.498","29695868","Moved Upper Bollinger Band","","","",""
"twitter","$DJIA","0.317","719478441544925184","Yahoo extends bidding deadline as interest grows","","","",""
"twitter","$TSLA","-0.211","710206891671101440","Sold some $TSLA Puts this morning","","","",""
"twitter","$NBIX","0.311","719560724004126720","Top holdings","","","",""
"twitter","$PCLN","-0.377","719582524142403584","short","","","",""
"stocktwits","$FB","-0.453","17434506","will close below ","monday will be freewater fall","","",""
"stocktwits","$BBRY","0.002","24622684","famous lunch hour fade down routine","rise later in the day","","",""
"twitter","$AAPL","0.256","719555610497273856","$AAPL +1.44%","","","",""
"stocktwits","$BAA","0.300","33802735","weak hands being flushed from metals and miners","Fear selling","Guess who is buying? Mr Greed.","",""
"twitter","$WFM","0.490","711981662150770689","Can make HOD","LONGS","","",""
"stocktwits","$V","0.468","5795737","13F Shows New Stakes in ","","","",""
"twitter","$AAPL","0.219","711960327466909696","Omg OMG so excited!!!!","","","",""
"stocktwits","$AMZN","0.951","5775720","Stay long","","","",""
"stocktwits","$AAPL","0.042","5356647","I hope it gets resolved to the upside","","","",""
"twitter","$LORL","0.492","719523482736988160","Best outperformers ranked","","","",""
"stocktwits","$NQ_F","0.226","6252862","shorts are trapped","","","",""
"twitter","$TSLA","-0.294","719544790224936960","they want the stock too keep going up","","","",""
"stocktwits","$SCTY","0.461","18464849","what's a great move","still hold it since back in at the day before yesterday","Marry Christmas:-)","",""
"stocktwits","$XLE","0.025","13915103","No edge offered","","","",""
"twitter","$NVDA","0.294","719536958494666752","goes deep into #machinelearning and #AI territory with its new $125,000 supercomputer","","","",""
"twitter","$CHK","0.781","719555610497273856","$CHK +13.56%","","","",""
"twitter","$FAST","-0.093","719872154641244160","Slips on Downgrade","","","",""
"stocktwits","$AAPL","-0.450","16868491","Same sellers we saw yesterday","","","",""
"stocktwits","$RAD","0.172","24216641","","","","",""
"twitter","$FB","-0.367","719688763006279680","No need for $FB at all unless you want your content censored","","","",""
"stocktwits","$ROST","0.565","21308378","Ross Stores Upgraded to Outperform at RBC Capital Markets","","","",""
"stocktwits","$ATHN","0.439","6145354","upgraded","","","",""
"stocktwits","$BABA","-0.055","27080546","mrkt needs to washout","","","",""
"stocktwits","$SIRI","0.511","12248515","LONGS","","","",""
"stocktwits","$ELY","-0.434","13937216","downgraded to Neutral at Wedbush","PT Lowered to","","",""
"stocktwits","$TZA","0.384","6203155","Long tech","calls","","",""
"twitter","$TFM","-0.085","709765994416365568","$TFM will have a way to go price wise to compete","","","",""
"twitter","$IWM","0.529","719535506980265984","Nice day rally!","","","",""
"stocktwits","$SQNS","0.331","5502351","$SQNS drops to $5.15","","","",""
"stocktwits","$VMW","0.254","27583592","soars pre-market","","","",""
"twitter","$TIF","0.383","709776718026768385","China February Retail Sales: E-Commerce Remains Resilient","","","",""
"stocktwits","$WMT","0.654","5478087","Double bottom with handle buy point","","","",""
"stocktwits","$ISIS","-0.303","32781578","Torture.......","","","",""
"twitter","$CRM","-0.501","719840533624012800","high-flyers have been falling","","","",""
"twitter","$CRM","0.179","719599233280512000","trails $MSFT $ORCL $GOOG $CRM $ADBE","","","",""
"stocktwits","$ELN","0.274","32427089","Quality Stocks With High Cash Returns","","","",""
"stocktwits","$GOOG","0.286","5425384","running again","","","",""
"stocktwits","$AAPL","-0.200","6834256","don't look for a dividend at the Feb Shareholders meeting","","","",""
"stocktwits","$IBM","0.382","5634988","make a ton of money","","","",""
"twitter","$CSCO","0.332","710863854381563904","Unusual Call Activity","","","",""
"stocktwits","$QQQ","-0.455","13078905","breaks major support","","","",""
"stocktwits","$AMRS","0.000","9028622","in the $3s","","","",""
"twitter","$SNY","-0.247","710160707917103110","Sanofi often on the wrong end of business.","","","",""
"stocktwits","$WWAV","0.412","24985847","OPENING BUYER","Calls","","",""
"twitter","$X","0.513","719544293606735872","Notable gainers among liquid option names this morning","","","",""
"stocktwits","$WAC","-0.450","29732365","Receives a Sell from Compass Point","","","",""
"stocktwits","$JNUG","0.000","32370562","","","","",""
"twitter","$SPX","0.428","708416296665399297","still have positive market bias","Sharp Rally In Low-Quality Stocks Points To Ongoing Market Gains","","",""
"stocktwits","$AHT","-0.385","39047349","Stochastic Overbought","","","",""
"twitter","$JNPR","0.218","719858558142062592","Earnings will drive stock prices","","","",""
"stocktwits","$KOL","0.418","35268174","Why The Coal & Shipping Sectors Could Rise Again","","","",""
"twitter","$SDLP","0.488","709389876295110656","long","","","",""
"stocktwits","$TLB","-0.606","8140414","anyone long before the flush please accept my condolences","Congrats. to all that were short","","",""
"stocktwits","$SPY","0.207","5851788","thinking that last entry was good but needs a push","","","",""
"stocktwits","$CSGS","-0.118","9644277","no position","","","",""
"stocktwits","$AAPL","0.358","5900979","waiting for price to enter buy/support zone","strong support","","",""
"twitter","$ARI","-0.463","719520125582503936","downgrade","","","",""
"stocktwits","$SPY","0.345","5285822","gotta hold","","","",""
"stocktwits","$AAPL","0.632","5788910","still in massive weekly & monthly uptrend","","","",""
"twitter","$PRKR","0.587","719950370294792192","Aggressive Buy","","","",""
"twitter","$ISRG","0.489","719855932059074560","keeps Outperform rated","","","",""
"stocktwits","$HDGE","-0.385","39047349","Stochastic Overbought","","","",""
"stocktwits","$XBI","0.281","6783339","Good to load up Be confident","","","",""
"stocktwits","$RIG","-0.720","5679790","Worst performers today"," $RIG -13%","","",""
"twitter","$HPCQ","-0.351","708960045799759872","Insiders Are Selling","","","",""
"twitter","$FB","0.365","719849703106551808","Pie In The Sky","","","",""
"stocktwits","$IWM","-0.382","22957112","Small caps threatening descending triangle breakdown","","","",""
"twitter","$AMZN","-0.186","719894972636512256","Amazon has been selling surveillance cameras infected with malware","","","",""
"twitter","$HTZ","-0.409","719507659741872128","$HTZ","lower","","",""
"stocktwits","$SPY","0.412","5612699","Don't hang your bull hat yet","Next week we will pop higher","","",""
"twitter","$GOOGL","0.465","719560961879728128","Alphabet Inc was just upgraded to buy","","","",""
"twitter","$MU","0.362","719585607215808512","Today I bought more","","","",""
"twitter","$SBUX","0.220","709056556466200576","brings upscale concept","","","",""
"twitter","$AAPL","0.365","710143603524427777","looking for a sharp move up in equities","","","",""
"stocktwits","$AMRN","-0.248","11845293","I'm betting over 52%","","","",""
"stocktwits","$DUST","-0.152","17553855","careful can reverse fast","","","",""
"twitter","$AAPL","0.435","719886818800463872","#OwnItDon'tTradeIt","","","",""
"twitter","$PSXP","0.414","719732320404709376","TOP 5 STOCK PICKS","","","",""
"stocktwits","$OPK","0.471","5792305","Major skin in the game...positive.","","","",""
"stocktwits","$TVIX","-0.589","30158448","100.0% increased bearish conversations","","","",""
"twitter","$AAPL","-0.513","719489192078610432","Another Sell Rating, Sell Rating","","","",""
"stocktwits","$FOLD","-0.581","11118210","sold today","","","",""
"twitter","$FB","0.087","719536774821867520","Buy Call!","","","",""
"twitter","$TSLA","0.230","719535349379284992","Long","buying point","","",""
"stocktwits","$ETN","0.813","15658194","UPGRADE today by MS to overweight","Excellent company and leadership","","",""
"stocktwits","$OMER","0.380","22409313","Buy the dip'","","","",""
"stocktwits","$RIMM","-0.126","7442585","So both call/put buyers are crushed","","","",""
"stocktwits","$XOM","0.295","5430926","Buy stop above 80","","","",""
"twitter","$HOT","0.405","719547552874512384","Airplane And Hospitality Industries Set Their Sights On #Cuba","","","",""
"stocktwits","$BBRY","0.296","18346099","nice bounce","","","",""
"twitter","$AXP","-0.296","709741154393133056","overbought","","","",""
